0.30, 0.31, 0.61, 0.57, 0.72, 0.35, 0.37, 0.40, 0.64, 0.56, 0.54
0.32, 0.26, 0.51, 0.44, 0.50, 0.51, 0.25, 0.81, 0.71, 1.00, 0.57
0.33, 0.21, 0.56, 0.40, 0.79, 0.40, 0.40, 0.37, 0.29, 0.75, 0.59
0.55, 0.19, 0.46, 0.40, 0.84, 0.50, 0.59, 0.18, 0.73, 0.40, 0.58
0.48, 0.17, 0.29, 0.49, 0.89, 0.40, 0.43, 0.32, 0.75, 0.48, 0.33
0.58, 0.25, 0.44, 0.54, 0.82, 0.44, 0.67, 0.65, 0.73, 0.51, 0.21
0.64, 0.20, 0.55, 0.49, 0.84, 0.54, 0.78, 0.47, 0.71, 0.71, 0.54
0.34, 0.17, 0.53, 0.66, 0.54, 0.27, 0.53, 0.40, 0.41, 0.66, 0.92
0.16, 0.51, 0.47, 0.00, 0.36, 0.47, 0.98, 0.22, 0.63, 0.59, 0.34
0.53, 0.36, 0.43, 0.03, 0.47, 0.16, 0.24, 0.52, 0.84, 0.62, 0.74
0.31, 0.15, 0.66, 0.52, 0.69, 0.47, 0.49, 0.45, 0.43, 0.43, 0.82
0.44, 0.31, 0.44, 0.61, 0.62, 0.27, 0.45, 0.70, 0.16, 0.67, 0.36
0.36, 0.23, 0.59, 0.60, 0.72, 0.33, 0.41, 0.41, 0.44, 0.64, 0.05
0.48, 0.20, 0.59, 0.58, 0.72, 0.43, 0.47, 0.48, 0.59, 0.81, 0.40
0.21, 0.29, 0.39, 0.55, 0.56, 0.49, 0.46, 0.82, 0.76, 0.69, 0.49
0.26, 0.32, 0.53, 0.67, 0.00, 0.44, 0.88, 0.54, 0.72, 0.30, 0.50
0.63, 0.36, 0.34, 0.42, 1.00, 0.41, 0.95, 0.69, 0.64, 0.46, 0.78
0.49, 0.18, 0.43, 0.42, 0.80, 0.64, 0.47, 0.70, 0.54, 0.32, 0.54
0.37, -0.00, 0.36, 0.51, 0.89, 0.64, 0.95, 0.24, 0.70, 0.16, 0.68
0.45, 0.22, 0.45, 0.40, 0.62, 0.38, 0.46, 0.29, 0.25, 0.64, 0.42
0.32, 0.29, 0.43, 0.64, 0.51, 0.37, 0.54, 0.94, 0.44, 0.43, 0.33
0.22, 0.52, 0.00, 0.66, 0.64, 0.56, 0.52, 1.00, 0.10, 0.19, 0.60
0.49, 0.43, 0.52, 1.00, 0.32, 0.00, 0.75, 0.35, 0.33, 0.44, 0.75
0.43, 0.21, 0.49, 0.70, 0.63, 0.38, 0.48, 0.69, 0.16, 0.47, 0.31
0.48, 0.24, 0.41, 0.60, 0.62, 0.51, 0.43, 0.40, 0.37, 0.62, 0.30
0.67, 0.34, 0.48, 0.76, 0.61, 0.19, 0.71, 0.61, 0.68, 0.37, 0.45
0.66, 0.45, 0.70, 0.02, 0.61, 0.32, 0.17, 0.52, 0.55, 0.45, 0.70
0.78, 0.49, 0.66, 0.30, 0.60, 0.22, 0.19, 0.46, 0.67, 0.37, 0.94
0.84, 0.49, 0.60, 0.30, 0.62, 0.33, 0.03, 0.40, 0.74, 0.37, 0.57
0.75, 0.49, 0.64, 0.31, 0.51, 0.13, 0.16, 0.41, 0.73, 0.07, 0.91
0.79, 0.43, 0.68, 0.41, 0.88, 0.74, 0.73, 0.65, 0.52, 0.52, 0.24
0.89, 0.53, 0.68, 0.43, 0.86, 0.61, 0.83, 0.58, 0.49, 0.36, 0.32
1.00, 0.49, 0.55, 0.52, 0.75, 0.20, 0.86, 0.56, 0.93, 0.27, 0.58
0.77, 0.52, 0.44, 0.50, 0.85, 0.38, 0.64, 0.41, 0.31, 0.32, 0.31
0.75, 0.52, 0.69, 0.48, 0.82, 0.24, 0.30, 0.46, 0.55, 0.76, 0.21
0.85, 0.53, 0.48, 0.47, 0.92, 0.25, 0.51, 0.26, 0.37, 0.64, 0.51
0.79, 0.55, 0.61, 0.68, 0.73, 0.13, 0.83, 0.20, 0.41, 0.41, 0.76
0.77, 0.60, 0.72, 0.34, 0.49, 0.23, 0.44, 0.63, 0.85, 0.27, 0.61
0.82, 0.56, 0.67, 0.43, 0.60, 0.25, 0.66, 0.34, 0.70, 0.54, 0.14
0.81, 0.71, 0.64, 0.32, 0.43, 0.49, -0.00, 0.58, 0.57, 0.29, 0.99
0.84, 0.53, 0.69, 0.29, 0.69, 0.74, 0.54, 0.55, 0.51, 0.54, 0.15
0.97, 0.74, 0.61, 0.70, 0.61, 0.40, 1.00, 0.34, 0.68, 0.25, 0.52
0.87, 0.74, 0.69, 0.68, 0.61, 0.47, 0.61, 0.34, 0.44, 0.57, 0.88
0.61, 1.00, 0.52, 0.67, 0.62, 1.00, 0.37, 0.23, 0.34, 0.60, 0.47
0.68, 0.83, 0.57, 0.64, 0.65, 0.95, 0.40, 0.48, 0.47, 0.51, 0.55
0.78, 0.63, 0.59, 0.40, 0.89, 0.31, 0.69, 0.25, 0.38, 0.47, 0.66
0.85, 0.55, 0.48, 0.45, 0.84, 0.40, 0.83, 0.40, 0.40, 0.55, 0.46
0.80, 0.82, 0.57, 0.44, 0.67, 0.47, 0.49, 0.21, 0.67, 0.22, 0.95
0.86, 0.64, 0.73, 0.52, 0.70, 0.45, 0.38, 0.50, 0.73, 0.26, 0.76
0.75, 0.75, 0.53, 0.40, 0.70, 0.48, 0.28, 0.23, 0.71, 0.57, 0.55
0.89, 0.41, 0.65, 0.38, 0.66, 0.32, 0.46, 0.64, 0.61, 0.51, 0.59
0.80, 0.77, 0.72, 0.53, 0.78, 0.55, 0.31, 0.32, 0.45, 0.66, 0.63
0.93, 0.78, 0.64, 0.70, 0.67, 0.17, 0.85, 0.32, 0.58, 0.36, 0.72
0.82, 0.72, 0.59, 0.51, 0.63, 0.35, 0.56, 0.28, 0.68, 0.33, 0.57
0.81, 0.78, 0.65, 0.29, 0.67, 0.59, 0.69, 0.49, 0.54, 0.46, 0.36
0.90, 0.86, 0.51, 0.68, 0.73, 0.47, 0.61, 0.24, 0.36, 0.45, 0.67
