0,84 0,19 0,57 0,25 0,61 0,62 0,57 0,28 0,59 0,37 0,45 0,97 0,56
0,29 0,13 0,62 0,43 0,36 0,31 0,29 0,60 0,19 0,14 0,78 0,35 0,05
0,35 0,09 0,64 0,38 0,30 0,49 0,48 0,45 0,52 0,28 0,56 0,37 0,28
0,54 0,05 0,18 0,22 0,08 0,69 0,59 0,24 0,58 0,34 0,52 0,69 0,15
0,35 0,08 0,29 0,46 0,08 0,38 0,35 0,26 0,19 0,28 0,52 0,80 0,16
0,60 0,03 0,52 0,33 0,43 0,53 0,20 0,79 0,00 0,16 0,43 0,24 0,33
0,31 0,08 0,20 0,31 0,88 0,30 0,19 0,01 0,65 0,13 0,65 0,65 0,31
0,33 0,17 0,44 0,50 0,35 0,04 0,14 0,45 0,33 0,15 0,34 0,20 0,42
0,74 0,15 0,70 0,74 0,17 0,68 0,52 0,15 0,46 0,17 0,71 0,69 0,09
0,64 0,18 0,47 0,69 0,18 0,30 0,31 0,26 0,19 0,20 0,40 0,54 0,13
0,51 0,18 0,66 1,00 0,75 0,79 0,53 0,15 0,48 0,17 0,67 0,81 0,50
0,24 0,06 0,49 0,53 0,33 0,82 0,37 0,00 0,38 0,16 0,41 0,67 0,43
0,16 0,22 0,29 0,27 0,29 0,21 0,25 0,39 0,23 0,21 0,60 0,31 0,10
0,52 0,03 0,18 0,27 0,17 0,33 0,35 0,20 0,33 0,28 0,56 0,44 0,08
0,21 0,42 0,46 0,38 0,45 0,25 0,20 0,56 0,17 0,11 0,39 0,45 0,15
0,34 0,04 0,31 0,21 0,71 0,31 0,31 0,41 0,73 0,18 0,47 0,38 0,33
0,43 0,61 0,55 0,63 0,33 0,64 0,46 0,56 0,48 0,10 0,56 0,67 0,13
0,25 0,03 0,34 0,43 0,17 0,49 0,40 0,32 0,31 0,10 0,72 0,67 0,00
0,44 0,21 0,44 0,42 0,17 0,42 0,45 0,24 0,42 0,22 0,54 0,68 0,31
0,27 0,07 0,60 0,69 0,08 0,35 0,26 0,50 0,30 0,07 0,67 0,53 0,25
0,53 0,61 0,50 0,61 0,16 0,22 0,26 0,90 0,38 0,29 0,29 0,26 0,16
0,21 0,02 0,65 0,38 0,26 0,42 0,39 0,16 0,61 0,15 0,25 0,66 0,17
0,43 0,04 0,47 0,38 0,31 0,42 0,33 0,32 0,33 0,11 0,60 0,69 0,12
0,29 0,17 0,50 0,62 0,21 0,27 0,28 0,56 0,36 0,09 0,69 0,35 0,15
0,16 0,18 0,67 0,79 0,19 0,32 0,26 0,50 0,29 0,11 0,71 0,70 0,20
0,16 0,26 0,58 0,56 0,15 0,33 0,28 0,66 0,29 0,12 0,42 0,54 0,28
0,27 0,11 0,49 0,67 0,00 0,42 0,26 0,54 0,30 0,03 0,47 0,70 0,24
0,27 0,21 0,50 0,40 0,11 0,21 0,24 0,73 0,38 0,09 0,48 0,36 0,14
0,25 0,15 0,56 0,58 0,17 0,15 0,19 0,69 0,38 0,19 0,46 0,50 0,12
0,43 0,15 0,47 0,52 0,10 0,13 0,23 0,83 0,38 0,15 0,39 0,28 0,15
0,33 0,41 0,45 0,38 0,19 0,50 0,40 0,22 0,49 0,07 0,53 0,73 0,00
0,15 0,24 0,48 0,38 0,30 0,70 0,40 0,07 0,29 0,16 0,54 0,61 0,04
0,38 0,15 0,44 0,43 1,00 0,52 0,40 0,35 0,90 0,11 0,54 0,49 0,47
0,20 0,27 0,73 0,56 0,69 0,21 0,13 0,01 0,36 0,10 0,38 0,35 0,24
0,33 0,13 0,33 0,27 0,16 0,53 0,45 0,28 0,42 0,13 0,60 0,53 0,10
0,35 0,06 0,39 0,40 0,19 0,87 0,71 0,20 0,48 0,27 0,45 0,54 0,27
0,33 0,47 0,44 0,38 0,19 0,64 0,55 0,60 0,75 0,08 0,75 0,57 0,09
0,27 0,26 0,18 0,35 0,29 0,43 0,38 0,24 0,30 0,17 0,64 0,61 0,30
0,41 0,11 0,28 0,40 0,19 0,15 0,21 0,28 0,29 0,09 0,45 0,54 0,20
0,34 0,33 0,58 0,53 0,30 0,54 0,37 0,39 0,28 0,12 0,26 0,76 0,11
0,20 0,19 0,27 0,45 0,17 0,52 0,27 0,45 0,31 0,06 0,37 0,42 0,09
0,38 0,19 0,33 0,51 0,16 0,42 0,33 0,35 0,33 0,14 0,45 0,83 0,28
0,36 0,35 0,48 0,58 0,21 0,24 0,31 1,00 0,31 0,12 0,30 0,73 0,02
0,32 0,19 0,40 0,43 0,10 0,22 0,35 0,45 0,38 0,18 0,42 0,69 0,16
0,44 0,19 0,48 0,61 0,15 0,13 0,29 0,66 0,38 0,17 0,32 0,41 0,14
0,31 0,10 0,31 0,43 0,23 0,47 0,35 0,49 0,52 0,12 0,30 0,64 0,02
0,15 0,12 0,71 0,48 0,26 0,60 0,54 0,28 0,65 0,11 0,39 0,72 0,28
0,11 0,59 0,24 0,45 0,40 0,76 0,47 0,20 1,00 0,13 0,21 0,56 0,20
0,39 0,33 0,42 0,53 0,19 0,53 0,40 0,24 0,25 0,06 0,34 0,54 0,03
0,19 0,38 0,83 0,48 0,35 0,26 0,35 0,88 0,20 0,21 0,60 0,45 0,23
0,10 0,00 0,60 0,53 0,19 0,51 0,35 0,54 0,32 0,15 0,50 0,38 0,11
0,27 0,12 0,60 0,61 0,15 0,54 0,41 0,56 0,19 0,13 0,36 0,69 0,07
0,00 0,15 0,44 0,56 0,16 0,51 0,38 0,73 0,50 0,05 1,00 0,58 0,09
0,20 0,14 0,33 0,52 0,17 0,34 0,26 0,32 0,35 0,05 0,38 0,75 0,15
0,36 0,17 0,43 0,61 0,41 0,35 0,36 0,39 0,37 0,06 0,47 0,61 0,04
0,45 0,53 0,33 0,27 0,10 0,22 0,19 0,56 0,13 0,18 0,17 0,31 0,06
0,25 0,53 0,34 0,43 0,18 0,35 0,27 0,45 0,46 0,00 0,36 0,64 0,20
0,11 0,32 0,56 0,48 0,28 0,66 0,51 0,35 0,44 0,16 0,26 0,77 0,24
0,14 0,25 1,00 0,92 0,53 0,76 1,00 0,64 0,46 0,40 0,36 0,88 0,13
0,36 0,72 0,73 0,81 0,34 0,42 0,37 0,56 0,41 0,06 0,35 0,67 0,06
0,53 1,00 0,40 0,56 0,17 0,56 0,48 0,32 0,50 0,11 0,20 0,67 0,07
0,22 0,70 0,55 0,53 0,13 0,64 0,56 0,15 0,78 0,12 0,21 0,86 0,07
0,27 0,28 0,42 0,53 0,16 0,56 0,48 0,45 0,29 0,12 0,30 0,73 0,07
0,36 0,15 0,49 0,56 0,17 0,60 0,59 0,49 0,42 0,22 0,17 0,57 0,05
0,19 0,27 0,75 0,92 0,23 0,39 0,40 0,83 0,42 0,14 0,39 0,42 0,13
0,35 0,17 0,49 0,71 0,19 0,42 0,44 0,50 0,46 0,07 0,33 0,54 0,04
0,26 0,70 0,54 0,58 0,10 0,38 0,29 0,54 0,29 0,11 0,25 0,47 0,21
0,48 0,12 0,50 0,38 0,56 0,18 0,19 0,15 0,16 0,23 0,22 0,00 0,25
0,48 0,44 0,55 0,48 0,36 0,11 0,18 0,20 0,13 0,35 0,21 0,05 0,17
0,46 0,31 0,55 0,69 0,30 0,05 0,15 0,26 0,13 0,37 0,14 0,03 0,20
0,43 0,55 0,52 0,56 0,39 0,24 0,17 0,07 0,13 0,31 0,24 0,00 0,22
0,38 0,09 0,47 0,35 0,16 0,35 0,04 0,88 0,26 0,35 0,21 0,08 0,26
0,41 0,34 0,44 0,40 0,26 0,22 0,06 0,94 0,16 0,49 0,20 0,11 0,29
0,32 0,78 0,63 0,53 0,20 0,13 0,02 0,75 0,12 0,21 0,21 0,00 0,31
0,39 0,94 0,68 0,74 0,28 0,28 0,05 0,94 0,21 0,31 0,27 0,15 0,16
0,64 0,56 0,43 0,45 0,19 0,22 0,02 0,83 0,14 0,37 0,26 0,20 0,21
0,47 0,43 0,66 0,69 0,33 0,46 0,05 0,75 0,12 0,31 0,33 0,31 0,22
0,49 0,40 0,71 0,53 0,28 0,19 0,03 0,75 0,10 0,28 0,23 0,38 0,22
0,61 0,36 0,52 0,48 0,20 0,14 0,03 0,45 0,07 0,36 0,17 0,43 0,35
0,65 0,47 0,72 0,66 0,29 0,19 0,03 0,69 0,04 0,26 0,33 0,28 0,17
0,67 0,83 0,52 0,48 0,23 0,35 0,09 0,64 0,19 0,26 0,34 0,28 0,19
0,32 0,61 0,44 0,40 0,45 0,13 0,09 0,28 0,22 0,59 0,13 0,26 0,41
0,56 0,55 0,41 0,53 0,34 0,17 0,04 0,56 0,28 0,23 0,09 0,15 0,39
0,75 0,85 0,46 0,48 0,10 0,00 0,00 0,50 0,08 0,30 0,07 0,02 0,09
0,48 0,76 0,59 0,56 0,17 0,24 0,06 0,64 0,14 0,54 0,04 0,21 0,24
0,60 0,49 0,54 0,56 0,23 0,32 0,08 0,60 0,26 0,60 0,05 0,12 0,26
0,54 0,62 0,52 0,56 0,46 0,14 0,21 0,39 0,22 0,69 0,06 0,02 0,19
0,65 0,47 0,67 0,69 0,57 0,14 0,25 0,16 0,26 0,62 0,08 0,01 0,15
0,46 0,38 0,59 0,58 0,45 0,17 0,21 0,20 0,26 0,81 0,00 0,07 0,14
0,54 0,22 0,74 0,76 0,50 0,42 0,19 0,24 0,36 0,49 0,10 0,02 0,10
0,58 0,50 0,48 0,40 0,30 0,28 0,10 0,90 0,46 0,78 0,06 0,08 0,28
0,40 0,10 0,39 0,48 0,35 0,17 0,04 0,75 0,30 0,53 0,07 0,10 0,25
0,56 0,88 0,50 0,58 0,25 0,26 0,06 0,90 0,35 0,56 0,09 0,07 0,31
0,73 0,66 0,54 0,45 0,20 0,28 0,10 0,66 0,36 0,65 0,06 0,13 0,14
0,37 0,45 0,68 0,84 0,29 0,31 0,04 0,94 0,22 0,53 0,15 0,16 0,42
0,86 0,18 0,71 0,74 0,30 0,62 0,20 0,75 0,72 1,00 0,06 0,25 0,27
0,64 0,18 0,68 0,61 0,20 0,56 0,16 0,73 0,59 0,89 0,06 0,18 0,24
0,34 0,61 0,54 0,53 0,19 0,45 0,12 0,69 0,19 0,54 0,06 0,11 0,17
0,69 0,49 0,63 0,48 0,40 0,29 0,04 0,69 0,12 0,39 0,39 0,20 0,28
0,47 0,50 0,65 0,58 0,39 0,22 0,05 0,88 0,17 0,36 0,31 0,30 0,20
0,50 0,53 0,52 0,40 0,39 0,13 0,07 0,50 0,16 0,34 0,16 0,17 0,28
0,72 0,39 0,49 0,58 0,21 0,12 0,07 0,52 0,19 0,70 0,17 0,15 0,24
0,71 0,71 0,47 0,61 0,19 0,10 0,02 0,73 0,23 0,45 0,24 0,17 0,17
0,63 0,58 0,66 0,63 0,44 0,24 0,12 0,56 0,33 0,80 0,30 0,10 0,29
0,47 0,52 0,49 0,45 0,19 0,17 0,06 0,50 0,17 0,76 0,19 0,17 0,29
0,67 0,36 0,71 0,71 0,38 0,19 0,10 0,49 0,35 0,62 0,21 0,19 0,33
0,62 0,76 0,79 0,74 0,45 0,34 0,13 0,26 0,22 0,61 0,15 0,23 0,25
0,30 0,45 0,50 0,43 0,28 0,09 0,03 0,50 0,10 0,36 0,14 0,20 0,16
0,45 0,32 0,48 0,45 0,17 0,13 0,03 0,66 0,07 0,73 0,06 0,12 0,13
0,82 0,34 0,59 0,48 0,22 0,24 0,07 0,58 0,26 0,71 0,11 0,16 0,27
0,70 0,97 0,58 0,51 0,27 0,24 0,05 0,73 0,20 0,54 0,13 0,17 0,32
0,62 0,62 0,59 0,63 0,34 0,28 0,08 0,56 0,31 0,51 0,17 0,10 0,33
0,58 0,70 0,47 0,48 0,54 0,21 0,07 0,56 0,29 0,76 0,08 0,10 0,39
0,56 0,36 0,54 0,48 0,54 0,22 0,07 0,75 0,33 0,68 0,09 0,12 0,40
0,81 0,66 0,73 0,71 0,28 0,36 0,08 0,81 0,29 0,67 0,10 0,12 0,20
